epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,3573.52,0.70948,1.65271,1.81115,0.7598,0.79613,0.802,0.75937,0.58062,1.89986,1.32818,0.000676802,0.000676802,0.000676802
32,3682.37,0.73642,1.72657,1.8585,0.75824,0.7838,0.79458,0.74922,0.60244,1.90728,1.34765,0.000643795,0.000643795,0.000643795
33,3790,0.74688,1.6279,1.86328,0.82807,0.75444,0.84003,0.79565,0.60796,1.64335,1.33693,0.000610789,0.000610789,0.000610789
34,3899.28,0.7139,1.61228,1.83025,0.80627,0.86501,0.85974,0.82685,0.55714,1.53756,1.33213,0.000577782,0.000577782,0.000577782
35,4006.43,0.68086,1.61007,1.84013,0.868,0.82759,0.87458,0.83842,0.55657,1.47897,1.31572,0.000544776,0.000544776,0.000544776
36,4115.15,0.6718,1.46902,1.80667,0.82126,0.83068,0.86707,0.82968,0.51134,1.48527,1.30177,0.000511769,0.000511769,0.000511769
37,4222.69,0.65924,1.52382,1.81037,0.83276,0.875,0.88742,0.84469,0.49326,1.36994,1.30668,0.000478762,0.000478762,0.000478762
38,4331.52,0.62703,1.48255,1.79836,0.84269,0.80674,0.87564,0.83468,0.50192,1.47191,1.31352,0.000445756,0.000445756,0.000445756
39,4438.95,0.6234,1.4315,1.79502,0.80438,0.85714,0.88023,0.84105,0.52241,1.48056,1.32251,0.000412749,0.000412749,0.000412749
40,4547.13,0.62834,1.45427,1.83608,0.81208,0.80517,0.85877,0.82017,0.50888,1.57523,1.31326,0.000379743,0.000379743,0.000379743
41,4652.49,0.55108,1.5899,1.76332,0.85193,0.76703,0.85622,0.82111,0.52771,1.5938,1.31779,0.000346736,0.000346736,0.000346736
42,4758.17,0.57707,1.43063,1.77577,0.89386,0.79796,0.88589,0.85396,0.48772,1.49655,1.3075,0.000313729,0.000313729,0.000313729
43,4865.03,0.56317,1.38287,1.78153,0.88816,0.80357,0.87426,0.83719,0.47714,1.4759,1.29168,0.000280723,0.000280723,0.000280723
44,4969.57,0.52962,1.35601,1.7554,0.85437,0.87187,0.89732,0.86095,0.47735,1.31763,1.29064,0.000247716,0.000247716,0.000247716
45,5074.78,0.51112,1.33497,1.75868,0.81919,0.88988,0.90317,0.86746,0.49987,1.33638,1.29635,0.00021471,0.00021471,0.00021471
46,5179.61,0.51431,1.22672,1.75354,0.88306,0.81979,0.89102,0.85705,0.48512,1.40951,1.28774,0.000181703,0.000181703,0.000181703
47,5284.74,0.5166,1.24834,1.75177,0.90111,0.83739,0.89642,0.86315,0.46129,1.3421,1.28383,0.000148696,0.000148696,0.000148696
48,5390.03,0.5093,1.17725,1.77041,0.90116,0.82292,0.89169,0.85869,0.46485,1.28731,1.27655,0.00011569,0.00011569,0.00011569
49,5496.3,0.48403,1.15905,1.77165,0.88811,0.81606,0.89588,0.86392,0.45266,1.25338,1.27215,8.26832e-05,8.26832e-05,8.26832e-05
50,5601.9,0.48539,1.16117,1.73263,0.88431,0.84544,0.89689,0.86533,0.44268,1.24541,1.26909,4.96766e-05,4.96766e-05,4.96766e-05
